concessionaria;ano_do_pnv_snv;rodovia;uf;km_m;municipio;tipo_pista;sentido;situcacao;data_da_inativacao;latitude;longitude
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;145,400;São José dos Campos;Marginal;Decrescente;Ativo;;-23,187460;-45,855280
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;149,600;São José dos Campos;Principal;Decrescente;Ativo;;-23,208106;-45,887414
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;149,600;São José dos Campos;Marginal;Decrescente;Ativo;;-23,208106;-45,887414
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;149,600;São José dos Campos;Principal;Crescente;Ativo;;-23,207909;-45,887460
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;149,600;São José dos Campos;Marginal;Crescente;Ativo;;-23,207909;-45,887460
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;150,500;São José dos Campos;Principal;Decrescente;Ativo;;-23,215514;-45,895303
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;150,500;São José dos Campos;Marginal;Decrescente;Ativo;;-23,215514;-45,895303
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Faixa ônibus km 150,5;SP;150,500;São José dos Campos;Marginal;Decrescente;Ativo;;-23,215514;-45,895303
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;156,700;São José dos Campos;Principal;Decrescente;Ativo;;-23,252320;-45,938690
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;RJ;171,803;São João de Meriti;Marginal;Decrescente;Ativo;;-22,805760;-43,344120
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Saída 2 km 166,0;RJ;171,803;Rio de Janeiro;Marginal;Decrescente;Ativo;;-22,805760;-43,344120
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Saída km 166,0;RJ;171,803;Rio de Janeiro;Marginal;Decrescente;Ativo;;-22,805760;-43,344120
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;RJ;172,010;São João de Meriti;Principal;Decrescente;Ativo;;-22,804260;-43,346340
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;RJ;172,113;São João de Meriti;Marginal;Crescente;Ativo;;-22,803444;-43,347170
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Acesso km 166,3;RJ;172,113;Rio de Janeiro;Marginal;Crescente;Ativo;;-22,803444;-43,347170
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;168,400;Jacareí;Principal;Decrescente;Ativo;;-23,305400;-46,035350
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;170,400;Jacareí;Principal;Crescente;Ativo;;-23,307970;-46,055790
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;173,900;Jacareí;Principal;Crescente;Ativo;;-23,319130;-46,087320
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;RJ;180,474;Nova Iguaçu;Principal;Decrescente;Ativo;;-22,765790;-43,414150
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;RJ;180,474;Nova Iguaçu;Marginal;Decrescente;Ativo;;-22,765790;-43,414150
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Acesso km 174 (Amoedo);RJ;180,474;Nova Iguaçu;Marginal;Decrescente;Ativo;;-22,765790;-43,414150
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;RJ;180,474;Nova Iguaçu;Principal;Crescente;Ativo;;-22,765790;-43,414150
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;RJ;180,474;Nova Iguaçu;Marginal;Crescente;Ativo;;-22,765790;-43,414150
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Acesso km 174;RJ;180,474;Belford Roxo;Marginal;Crescente;Ativo;;-22,765790;-43,414150
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;RJ;183,805;Nova Iguaçu;Principal;Crescente;Ativo;;-22,748490;-43,442830
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Saída km 178;RJ;183,805;Nova Iguaçu;Principal;Crescente;Ativo;;-22,748490;-43,442830
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Acesso km 178;RJ;183,805;Nova Iguaçu;Principal;Crescente;Ativo;;-22,748490;-43,442830
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;178,392;Guararema;Principal;Crescente;Ativo;;-23,327750;-46,128960
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Saída km 178,5 (Ayrton Senna);SP;178,392;Guararema;Principal;Crescente;Ativo;;-23,327750;-46,128960
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;180,197;Guararema;Principal;Crescente;Ativo;;-23,336350;-46,145560
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;RJ;186,473;Nova Iguaçu;Principal;Decrescente;Ativo;;-22,739510;-43,466660
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;186,687;Santa Isabel;Principal;Decrescente;Ativo;;-23,354190;-46,202600
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;RJ;196,117;Queimados;Principal;Decrescente;Ativo;;-22,733330;-43,557070
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;199,820;Arujá;Principal;Decrescente;Ativo;;-23,402900;-46,321300
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;RJ;211,424;Itaguaí;Principal;Crescente;Ativo;;-22,717990;-43,702440
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Saída km 205,6;RJ;211,424;Seropédica;Principal;Crescente;Ativo;;-22,717990;-43,702440
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;207,168;Guarulhos;Principal;Decrescente;Ativo;;-23,421050;-46,388490
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Acesso km 208,5;RJ;214,315;Seropédica;Principal;Decrescente;Ativo;;-22,714710;-43,728770
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;RJ;214,902;Itaguaí;Principal;Crescente;Ativo;;-22,712260;-43,734820
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Acesso km 209,1;RJ;214,902;Seropédica;Principal;Crescente;Ativo;;-22,712260;-43,734820
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;210,553;Guarulhos;Principal;Decrescente;Ativo;;-23,432160;-46,419110
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;210,553;Guarulhos;Marginal;Decrescente;Ativo;;-23,432160;-46,419110
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Saída km 210,8;SP;210,553;Guarulhos;Marginal;Decrescente;Ativo;;-23,432160;-46,419110
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;210,553;Guarulhos;Principal;Crescente;Ativo;;-23,432070;-46,419430
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;217,662;Guarulhos;Principal;Decrescente;Ativo;;-23,457770;-46,479990
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;217,662;Guarulhos;Marginal;Decrescente;Ativo;;-23,457770;-46,479990
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;217,662;Guarulhos;Principal;Crescente;Ativo;;-23,457330;-46,480160
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;217,662;Guarulhos;Marginal;Crescente;Ativo;;-23,457330;-46,480160
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Saída km 217,8;SP;217,662;Guarulhos;Marginal;Crescente;Ativo;;-23,457330;-46,480160
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;219,012;Guarulhos;Marginal;Crescente;Ativo;;-23,462570;-46,492960
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Acesso km 219,2 (Aeroporto);SP;219,012;Guarulhos;Marginal;Crescente;Ativo;;-23,462570;-46,492960
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;RJ;225,125;Piraí;Principal;Decrescente;Ativo;;-22,678360;-43,815280
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;225,601;Guarulhos;Marginal;Decrescente;Ativo;;-23,492290;-46,551000
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Acesso km 225,8 (UNG);SP;225,601;Guarulhos;Marginal;Decrescente;Ativo;;-23,492290;-46,551000
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;227,234;São Paulo;Marginal;Decrescente;Ativo;;-23,500200;-46,562420
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;227,533;São Paulo;Principal;Decrescente;Ativo;;-23,502157;-46,564940
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;227,533;São Paulo;Marginal;Decrescente;Ativo;;-23,502157;-46,564940
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Saída km 227,7 (Fernão Dias);SP;227,533;São Paulo;Marginal;Decrescente;Ativo;;-23,502157;-46,564940
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;227,533;São Paulo;Principal;Crescente;Ativo;;-23,502160;-46,564940
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;227,533;São Paulo;Marginal;Crescente;Ativo;;-23,502160;-46,564940
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;SP;227,533;São Paulo;Marginal;Crescente;Ativo;;-23,502160;-46,564940
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;RJ;234,388;Piraí;Principal;Decrescente;Ativo;;-22,666510;-43,850200
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;RJ;264,189;Barra Mansa;Principal;Crescente;Ativo;;-22,591390;-44,078030
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;RJ;264,189;Barra Mansa;Principal;Crescente;Ativo;;-22,591390;-44,078030
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;RJ;271,727;Barra Mansa;Principal;Decrescente;Ativo;;-22,559250;-44,124090
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Saída km 265,7 (Barra Mansa);RJ;271,727;Barra Mansa;Principal;Decrescente;Ativo;;-22,559250;-44,124090
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;RJ;291,680;Porto Real;Principal;Crescente;Ativo;;-22,474960;-44,267760
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;RJ;302,045;Resende;Principal;Crescente;Ativo;;-22,452240;-44,357460
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Saída km 296,1;RJ;302,045;Porto Real;Principal;Crescente;Ativo;;-22,452240;-44,357460
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Acesso km 296,1;RJ;302,045;Porto Real;Principal;Crescente;Ativo;;-22,452240;-44,357460
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;RJ;316,845;Itatiaia;Principal;Decrescente;Ativo;;-22,466710;-44,496130
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Saída km 190,3;RJ;196,117;Queimados;Principal;Decrescente;Ativo;;-22,733330;-43,557070
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Acesso km 190,3;RJ;196,117;Queimados;Principal;Decrescente;Ativo;;-22,733330;-43,557070
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Saída km 190,3;RJ;196,117;Queimados;Principal;Decrescente;Ativo;;-22,733330;-43,557070
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Saída km 71;SP;71,000;Aparecida;Principal;Decrescente;Ativo;;-22,859530;-45,234330
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Saída km 99,1;SP;99,100;Pindamonhangaba;Principal;Decrescente;Ativo;;-22,982590;-45,465310
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Acesso km 145,4;SP;145,400;São José dos Campos;Marginal;Crescente;Ativo;;-23,187460;-45,855280
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Saída km 150,5;SP;150,500;São José dos Campos;Marginal;Crescente;Ativo;;-23,215514;-45,895303
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Acesso Marg. Km 178 (princ.);RJ;183,805;Nova Iguaçu;Marginal;Decrescente;Ativo;;-22,748490;-43,442830
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Acesso Marg. Km 178 (local);RJ;183,805;Nova Iguaçu;Marginal;Decrescente;Ativo;;-22,748490;-43,442830
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116;RJ;214,315;Itaguaí;Principal;Decrescente;Ativo;;-22,714710;-43,728770
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Acesso km 225,8 (shopping);SP;225,601;Guarulhos;Marginal;Crescente;Ativo;;-23,492290;-46,551000
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Saída km 149,6;SP;149,600;São José dos Campos;Marginal;Crescente;Ativo;;-23,207909;-45,887460
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Saída km 149,6;SP;149,600;São José dos Campos;Marginal;Decrescente;Ativo;;-23,208106;-45,887414
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Saída posto km 168,4;SP;168,400;Jacareí;Principal;Crescente;Ativo;;-23,305400;-46,035350
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Acesso km 178,5 (Ayrton Senna);SP;178,392;Guararema;Principal;Decrescente;Ativo;;-23,327750;-46,128960
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;Acesso km 205,6;RJ;211,424;Seropédica;Principal;Decrescente;Ativo;;-22,717990;-43,702440
MSVIA;2014;BR-163;MS;3,176;Mundo Novo;Principal;Crescente;Ativo;;-24,023145;-54,291388
MSVIA;2014;BR-163;MS;10,548;Mundo Novo;Principal;Crescente;Ativo;;-23,974291;-54,330754
MSVIA;2014;BR-163;MS;16,149;Mundo Novo;Principal;Crescente;Ativo;;-23,955173;-54,293356
MSVIA;2014;BR-163;MS;28,955;Mundo Novo;Principal;Crescente;Ativo;;-23,859363;-54,333474
MSVIA;2014;BR-163;MS;40,143;Eldorado;Principal;Crescente;Ativo;;-23,788059;-54,278746
MSVIA;2014;BR-163;MS;60,107;Eldorado;Principal;Crescente;Ativo;;-23,622222;-54,233791
MSVIA;2014;BR-163;MS;76,438;Itaquiraí;Principal;Crescente;Ativo;;-23,488544;-54,184690
MSVIA;2014;BR-163;MS;91,365;Itaquiraí;Principal;Crescente;Ativo;;-23,358051;-54,214862
MSVIA;2014;BR-163;MS;112,595;Itaquiraí;Principal;Crescente;Ativo;;-23,173513;-54,199276
MSVIA;2014;BR-163;MS;121,256;Naviraí;Principal;Crescente;Ativo;;-23,105245;-54,222464
MSVIA;2014;BR-163;MS;126,263;Naviraí;Principal;Crescente;Ativo;;-23,060973;-54,232030
MSVIA;2014;BR-163;MS;132,756;Naviraí;Principal;Crescente;Ativo;;-23,026728;-54,282677
MSVIA;2014;BR-163;MS;156,165;Juti;Principal;Crescente;Ativo;;-22,930280;-54,477707
MSVIA;2014;BR-163;MS;177,199;Juti;Principal;Decrescente;Ativo;;-22,848992;-54,657370
MSVIA;2014;BR-163;MS;195,704;Caarapó;Principal;Crescente;Ativo;;-22,742092;-54,790123
MSVIA;2014;BR-163;MS;209,388;Caarapó;Principal;Decrescente;Ativo;;-22,627115;-54,819119
MSVIA;2014;BR-163;MS;217,657;Caarapó;Principal;Crescente;Ativo;;-22,557000;-54,830522
MSVIA;2014;BR-163;MS;228,554;Caarapó;Principal;Crescente;Ativo;;-22,471768;-54,856413
MSVIA;2014;BR-163;MS;254,548;Dourados;Principal;Crescente;Ativo;;-22,268624;-54,812497
MSVIA;2014;BR-163;MS;257,314;Dourados;Principal;Crescente;Ativo;;-22,259122;-54,790671
MSVIA;2014;BR-163;MS;261,106;Dourados;Principal;Crescente;Ativo;;-22,238651;-54,764696
MSVIA;2014;BR-163;MS;267,565;Dourados;Principal;Crescente;Ativo;;-22,209368;-54,710926
MSVIA;2014;BR-163;MS;271,227;Dourados;Principal;Crescente;Ativo;;-22,188270;-54,683599
MSVIA;2014;BR-163;MS;275,990;Dourados;Principal;Crescente;Ativo;;-22,160316;-54,647654
MSVIA;2014;BR-163;MS;281,014;Dourados;Principal;Decrescente;Ativo;;-22,131319;-54,611159
MSVIA;2014;BR-163;MS;286,487;Douradina;Principal;Decrescente;Ativo;;-22,095120;-54,576441
MSVIA;2014;BR-163;MS;290,018;Douradina;Principal;Decrescente;Ativo;;-22,066750;-54,560860
MSVIA;2014;BR-163;MS;292,995;Douradina;Principal;Decrescente;Ativo;;-22,042802;-54,547763
MSVIA;2014;BR-163;MS;301,274;Douradina;Principal;Crescente;Ativo;;-21,971296;-54,531960
MSVIA;2014;BR-163;MS;314,149;Rio Brilhante;Principal;Crescente;Ativo;;-21,859230;-54,530876
MSVIA;2014;BR-163;MS;331,525;Rio Brilhante;Principal;Decrescente;Ativo;;-21,711341;-54,504777
MSVIA;2014;BR-163;MS;352,610;Nova Alvorada do Sul;Principal;Crescente;Ativo;;-21,569773;-54,420366
MSVIA;2014;BR-163;MS;391,023;Nova Alvorada do Sul;Principal;Crescente;Ativo;;-21,245471;-54,451142
MSVIA;2014;BR-163;MS;397,869;Nova Alvorada do Sul;Principal;Decrescente;Ativo;;-21,186099;-54,468837
MSVIA;2014;BR-163;MS;419,006;Nova Alvorada do Sul;Principal;Crescente;Ativo;;-21,000160;-54,507550
MSVIA;2014;BR-163;MS;432,813;Campo Grande;Principal;Decrescente;Ativo;;-20,876627;-54,505846
MSVIA;2014;BR-163;MS;464,019;Campo Grande;Principal;Decrescente;Ativo;;-20,603808;-54,578379
MSVIA;2014;BR-163;MS;468,110;Campo Grande;Principal;Decrescente;Ativo;;-20,573885;-54,568808
MSVIA;2014;BR-163;MS;476,453;Campo Grande;Principal;Decrescente;Ativo;;-20,509078;-54,557996
MSVIA;2014;BR-163;MS;488,803;Campo Grande;Principal;Decrescente;Ativo;;-20,409185;-54,551219
MSVIA;2014;BR-163;MS;502,975;Jaraguari;Principal;Crescente;Ativo;;-20,299626;-54,503536
MSVIA;2014;BR-163;MS;517,709;Jaraguari;Principal;Crescente;Ativo;;-20,176940;-54,452597
MSVIA;2014;BR-163;MS;527,284;Jaraguari;Principal;Decrescente;Ativo;;-20,095336;-54,436756
MSVIA;2014;BR-163;MS;535,076;Bandeirantes;Principal;Decrescente;Ativo;;-20,030370;-54,408264
MSVIA;2014;BR-163;MS;544,446;Bandeirantes;Principal;Decrescente;Ativo;;-19,952228;-54,374008
MSVIA;2014;BR-163;MS;548,944;Bandeirantes;Principal;Decrescente;Ativo;;-19,913902;-54,369889
MSVIA;2014;BR-163;MS;562,569;Bandeirantes;Principal;Crescente;Ativo;;-19,792738;-54,367371
MSVIA;2014;BR-163;MS;583,012;Bandeirantes;Principal;Crescente;Ativo;;-19,619510;-54,381708
MSVIA;2014;BR-163;MS;604,281;São Gabriel do Oeste;Principal;Crescente;Ativo;;-19,467550;-54,502567
MSVIA;2014;BR-163;MS;640,990;São Gabriel do Oeste;Principal;Crescente;Ativo;;-19,218865;-54,729072
MSVIA;2014;BR-163;MS;674,278;Rio Verde de Mato Grosso;Principal;Crescente;Ativo;;-18,968183;-54,822866
MSVIA;2014;BR-163;MS;689,625;Rio Verde de Mato Grosso;Principal;Decrescente;Ativo;;-18,842225;-54,815399
MSVIA;2014;BR-163;MS;701,221;Rio Verde de Mato Grosso;Principal;Crescente;Ativo;;-18,741736;-54,820095
MSVIA;2014;BR-163;MS;736,972;Coxim;Principal;Decrescente;Ativo;;-18,448891;-54,705789
MSVIA;2014;BR-163;MS;741,899;Coxim;Principal;Decrescente;Ativo;;-18,410201;-54,682927
MSVIA;2014;BR-163;MS;760,612;Coxim;Principal;Decrescente;Ativo;;-18,248228;-54,659499
MSVIA;2014;BR-163;MS;783,289;Coxim;Principal;Decrescente;Ativo;;-18,061576;-54,689844
MSVIA;2014;BR-163;MS;817,594;Pedro Gomes;Principal;Decrescente;Ativo;;-17,768884;-54,750391
MSVIA;2014;BR-163;MS;838,612;Sonora;Principal;Decrescente;Ativo;;-17,581531;-54,743003
RODOVIA DO AÇO;2016;BR-393;RJ;103,500;Sapucaia;Principal;Crescente/Decrescente;Ativo;;-21,879185;-42,679948
RODOVIA DO AÇO;2016;BR-393;RJ;103,850;Sapucaia;Principal;Crescente/Decrescente;Ativo;;-21,880429;-42,683511
RODOVIA DO AÇO;2016;BR-393;RJ;166,100;Três Rios;Principal;Crescente/Decrescente;Ativo;;-22,125948;-43,154542
RODOVIA DO AÇO;2016;BR-393;RJ;167,400;Três Rios;Principal;Crescente/Decrescente;Ativo;;-22,121005;-43,162966
RODOVIA DO AÇO;2016;BR-393;RJ;175,500;Três Rios;Principal;Crescente/Decrescente;Ativo;;-22,124106;-43,230318
RODOVIA DO AÇO;2016;BR-393;RJ;175,650;Três Rios;Principal;Crescente/Decrescente;Ativo;;-22,121795;-43,232358
RODOVIA DO AÇO;2016;BR-393;RJ;176,600;Três Rios;Principal;Crescente/Decrescente;Ativo;;-22,129353;-43,239295
RODOVIA DO AÇO;2016;BR-393;RJ;252,000;Barra do Piraí;Principal;Crescente/Decrescente;Ativo;;-22,453457;-43,808067
RODOVIA DO AÇO;2016;BR-393;RJ;253,000;Barra do Piraí;Principal;Crescente/Decrescente;Ativo;;-22,452692;-43,817642
RODOVIA DO AÇO;2016;BR-393;RJ;276,080;Barra do Piraí;Principal;Crescente/Decrescente;Ativo;;-22,476423;-44,011991
RODOVIA DO AÇO;2016;BR-393;RJ;283,000;Volta Redonda;Principal;Crescente/Decrescente;Ativo;;-22,488582;-44,063785
RODOVIA DO AÇO;2016;Alça de Entrada da BR-040;RJ;166,100;Três Rios;Principal;Crescente;Ativo;;-22,125948;-43,154542
RODOVIA DO AÇO;2016;Alça de Saída da BR-040;RJ;166,100;Três Rios;Principal;Decrescente;Ativo;;-22,125948;-43,154542
TRANSBRASILIANA;2015;BR-153;SP;59,700;São José do Rio Preto;Principal;Crescente;Ativo;;-20,795488;-49,354821
TRANSBRASILIANA;2015;BR-153;SP;59,700;São José do Rio Preto;Principal;Crescente;Ativo;;-20,795488;-49,354821
TRANSBRASILIANA;2015;BR-153;SP;74,200;Bady Bassitt;Principal;Crescente;Ativo;;-20,888668;-49,429253
TRANSBRASILIANA;2015;BR-153;SP;23,700;Nova Granada;Principal;Crescente;Ativo;;-20,489416;-49,308720
TRANSBRASILIANA;2015;BR-153;SP;217,600;Marília;Principal;Decrescente;Ativo;;-21,972363;-49,918875
TRANSBRASILIANA;2015;BR-153;SP;319,100;Ribeirão do Sul;Principal;Decrescente;Ativo;;-22,756978;-49,889680
TRANSBRASILIANA;2015;BR-153;SP;340,000;Ourinhos;Principal;Decrescente;Ativo;;-22,930938;-49,911232
TRANSBRASILIANA;2015;BR-153;SP;104,100;José Bonifácio;Principal;Crescente;Ativo;;-21,039771;-49,650687
VIA 040;2010;BR-40;GO;92,570;Cristalina;Principal;Crescente;Ativo;;-16,733869;-47,622169
VIA 040;2010;BR-40;MG;145,110;João Pinheiro;Principal;Crescente;Ativo;;-17,755725;-46,162781
VIA 040;2010;BR-40;MG;360,360;Felixlândia;Principal;Crescente;Ativo;;-18,754436;-44,847506
VIA 040;2010;BR-40;MG;423,380;Curvelo;Principal;Crescente;Ativo;;-19,153261;-44,536047
VIA 040;2010;BR-40;MG;493,490;Pedro Leopoldo;Principal;Crescente;Ativo;;-19,645675;-44,203189
VIA 040;2010;BR-40;MG;533,280;Belo Horizonte;Principal;Crescente;Ativo;;-19,927497;-44,006650
VIA 040;2010;BR-40;MG;538,730;Belo Horizonte;Principal;Crescente;Ativo;;-19,971194;-43,991231
VIA 040;2010;BR-40;MG;543,190;Belo Horizonte;Principal;Crescente;Ativo;;-19,992986;-43,961492
VIA 040;2010;BR-40;MG;699,030;Barbacena;Principal;Crescente;Ativo;;-21,197281;-43,749036
VIA 040;2010;BR-40;MG;716,500;Barbacena;Principal;Crescente;Ativo;;-21,271833;-43,648536
VIA BAHIA;2003;BR-324;BA;618,500;Salvador;Principal;Decrescente;Ativo;;-12,901840;-38,452650
VIA BAHIA;2003;BR-324;BA;610,000;Simões Filho;Principal;Decrescente;Ativo;;-12,839240;-38,414490
VIA BAHIA;2003;BR-324;BA;597,200;Simões Filho;Principal;Decrescente;Ativo;;-12,739110;-38,439450
VIA BAHIA;2003;BR-324;BA;590,900;Candeias;Principal;Decrescente;Ativo;;-12,691890;-38,464970
VIA BAHIA;2003;BR-324;BA;562,700;São Sebastião do Passé;Principal;Decrescente;Ativo;;-12,513420;-38,624620
VIA BAHIA;2003;BR-324;BA;550,000;Amélia Rodrigues;Principal;Decrescente;Ativo;;-12,448090;-38,712890
VIA BAHIA;2003;BR-324;BA;525,000;Feira de Santana;Principal;Decrescente;Ativo;;-12,309730;-38,885620
VIA BAHIA;2003;BR-116;BA;445,734;Antônio Cardoso;Principal;Crescente;Ativo;;-12,376009;-39,121852
VIA BAHIA;2003;BR-116;BA;481,910;Rafael Jambeiro;Principal;Decrescente;Ativo;;-12,315099;-39,244583
VIA BAHIA;2003;BR-116;BA;501,714;Santa Terezinha;Principal;Decrescente;Ativo;;-12,614154;-39,570846
VIA BAHIA;2003;BR-116;BA;543,710;Itatim;Principal;Crescente;Ativo;;-12,850739;-39,843627
VIA BAHIA;2003;BR-116;BA;581,168;Nova Itarana;Principal;Crescente;Ativo;;-13,104318;-39,992116
VIA BAHIA;2003;BR-116;BA;628,870;Jaguaquara;Principal;Decrescente;Ativo;;-13,485561;-40,044225
